open	close	type	description	rev
04/09/06	04/12/06	done	opening a playlist can take a while; display hourglass	1.3.07
04/11/06	04/12/06	done	closing detached view can show file save dialog; remove aux view from doc	1.3.07
04/12/06	04/12/06	done	increasing Zoom mistakenly deletes rings; set m_st.Zoom before calling SetWndSize	1.3.07
10/03/05	04/13/06	done	add Bézier curves	1.4.00
12/21/05	04/18/06	done	hue loop length and canvas scale should be master settings, not options	1.4.01
04/14/06	04/18/06	done	save mix doesn't save mirror, drawmode or origin	1.4.01
04/16/06	04/18/06	done	save master and main settings in patch, add patch mode	1.4.01
01/16/06	04/22/06	done	make a FreeFrame plug-in; big project, similar to making a screensaver	1.4.01
04/23/06	04/24/06	done	add MIDI controls for canvas scale and patch mode	1.4.02
04/27/06	04/27/06	done	inverting fill gives unexpected results; update PrevSides in all cases	1.4.03
04/27/06	04/27/06	done	in view, replace memmove calls with inline assembler	1.4.03
04/27/06	04/27/06	done	make curve decision per ring instead of per frame	1.4.03
04/27/06	04/29/06	done	in filled convex mode, colors are shifted by one, so center is same color as 1st ring	1.4.04
04/29/06	04/29/06	done	in Draw, replace CRect calls with inlines and only calculate iorg if making curves	1.4.04
05/04/06	05/04/06	done	playlist paste causes duplicate icons; bump current patch after inserting below it	1.4.05
05/04/06	05/04/06	done	in movie export dialog, changing frame rate doesn't update length and range	1.4.05
05/04/06	05/04/06	done	in movie export dialog, entering a frame rate of zero causes a divide by zero	1.4.05
05/04/06	05/04/06	done	panic now centers origin, disables reverse, and sets default master speed	1.4.05
05/04/06	05/04/06	done	add range selection to movie player; save button should export	1.4.05
03/28/06	05/05/06	done	add video overlay and extend playlist to accept video files	1.5.00
05/05/06	05/05/06	done	add 10 extra banks, selectable via shift + number	1.5.00
05/05/06	05/06/06	done	video overlay doesn't appear in bitmap exports; move overlay into Draw	1.5.00
05/05/06	05/06/06	done	switching clips can cause a dropped frame; move video open into timer hook	1.5.00
05/05/06	05/06/06	done	add command to turn video off	1.5.00
05/05/06	05/06/06	done	video overlay's raster operation should be variable	1.5.00
05/05/06	05/06/06	done	cache the most recently used video clips on the numeric keypad, in MRU order	1.5.00
05/07/06	05/09/06	done	optionally cycle most recent N video clips in sync with tempo	1.5.01
04/07/06	05/13/06	done	select videos via remote control app running on 2nd PC, communicating via MIDI	1.5.02
05/15/06	05/16/06	done	when videos are cycling, defer list updates until the next transition	1.5.04
05/15/06	05/19/06	done	panic now disables video cycling	1.5.04
05/19/06	05/22/06	done	save video list object's state in playlist	1.5.05
05/30/06	05/30/06	done	playlist dlg still allowing duplicate icons; test for inserting below must be <=	1.5.06
05/19/06	06/02/06	done	add MIDI properties for video select, blending, and cycling	1.5.07
06/01/06	06/02/06	done	allow videos to be opened via File/Open, shell, and drag/drop	1.5.07
05/20/06	06/03/06	done	add thumbnail view to playlist dialog; support video and patches	1.5.08
05/13/06	06/05/06	done	if window background color isn't white, playlist icons show white edges	1.5.08
06/03/06	06/05/06	done	in playlist dialog, add a command to update thumbnails	1.5.08
06/03/06	06/05/06	done	add option to automatically rewind video clips before playing them	1.5.08
06/05/06	06/05/06	done	playlist dialog's context menu should have a play command	1.5.08
05/05/06	06/07/06	done	video overlay isn't captured in snapshots or snapshot movies	1.5.09
06/09/06	06/09/06	done	main frame's non-wizard message map contains duplicate entries; since 1.0.82	1.5.09
06/08/06	06/12/06	done	in open snapshot dialog, if preview triggers missing files dialog, UI hangs	1.5.11
06/17/06	06/17/06	done	closing app while recording causes unreadable movie file; introduced in 1.5	1.5.11
06/19/06	06/19/06	done	skew distorts curved rings; for symmetry, MakeCurves must use skewed origin	1.5.11
06/21/06	06/21/06	done	make master dialog resizable	1.5.12
06/23/06	06/23/06	done	if a snapshot is loaded and has a bad format, timer is left stopped	1.5.12
03/28/06	06/24/06	done	create illusion of multiple whorlds via initial skew; add Copies and Spread	1.6.00
06/22/06	06/26/06	done	add thumbnail export for remote video browser	1.6.01
05/08/06	06/29/06	done	allow video origin to be changed in mirror mode, via drag, random jump, and MIDI	1.6.02
08/21/05	07/24/06	done	add command line flag to start in VJ mode	1.6.03
09/15/06	09/15/06	done	CVideo shows first frame twice; also occurs in recorded movies	1.6.04
08/13/06	09/16/06	done	in CNumEdit, notify aux before parent, so master dlg needn't use PostMessage	1.6.04
09/15/06	09/16/06	done	in movie player, slider is off by one frame during playback	1.6.04
09/15/06	09/16/06	done	in movie player, looped rewind plays first frame twice	1.6.04
09/17/06	09/17/06	done	BmpToAvi.ax shouldn't self-register, else uninstalling Whorld breaks FFRend	1.6.04
09/29/06	10/02/06	done	in movie export dialog, allow fractional output frame rate	1.6.05
06/15/06	12/10/07	done	add a parameter for initial rotation, as distinct from rotate speed	1.7.01
12/01/07	12/10/07	done	add global geometry parameters that affect all rings at once	1.7.01
10/01/05	12/21/07	done	in dual-monitor full-screen mode, main frame should be full-screen too	1.7.02
08/01/07	01/13/08	done	let paired curve control vectors at each vertex have different lengths; odd/even shear	1.7.02
06/01/07	01/15/08	done	moving origin via MIDI causes cursor to disappear; don't enter drag origin mode	1.7.02
10/09/06	01/22/08	done	in CMainFrame's MIDI callback, IsWindowVisible call could be unsafe	1.7.03
01/19/08	01/22/08	done	in MIDI setup, tabbing skips event combo; fix row dialog's tab order	1.7.03
01/22/08	01/22/08	done	while learning MIDI, if message is already assigned, previous target is affected	1.7.03
01/05/06	01/23/08	done	in MIDI setup dialog, left-clicking property name should move cursor to that row	1.7.03
12/01/07	01/23/08	done	MIDI learn mode should highlight row that's being learned	1.7.03
12/01/07	01/23/08	done	in MIDI setup dialog, range should consist of two numbers: start and end	1.7.03
12/01/07	01/24/08	done	curves jitter when star factor is negative; compute curve points from real vertices	1.7.03
12/01/07	01/25/08	done	autofade (F12) glitches when crossfade time is zero; should flush history	1.7.03
01/24/08	01/25/08	done	if ring spacing is big, after clearing screen, screen stays empty for a while	1.7.03
01/24/08	01/25/08	done	panic should clear screen, in case current rings are overloading CPU	1.7.03
01/11/06	01/27/08	done	movie export should remember codec settings	1.7.03
01/28/08	01/28/08	done	support Unicode	1.7.04
01/28/08	01/29/08	done	increase compiler warning level to W4	1.7.04
02/23/06	01/30/08	done	in unmirrored exclusive mode, can't force back buffer to be in system memory	1.7.05
09/20/06	01/30/08	done	in playlist dialog, while dragging, escape key should abort drag	1.7.05
01/10/08	01/30/08	done	status bar should show actual frame rate	1.7.05
01/30/08	01/30/08	done	if a modeless dialog has focus, keyboard accelerators don't work; allow safe ones	1.7.05
07/18/05	01/31/08	done	clicking in non-client area of any window freezes display; partial victory	1.7.05
01/31/08	01/31/08	done	in Print Preview, if zoomed in, scroll bars don't work; OnParentNotify was capturing	1.7.05
02/06/08	02/06/08	done	increase frame rate range from 24..60 to 1..200	1.7.05
03/29/08	03/31/08	done	redo default MIDI setup to be all on channel one (JM)	1.7.06
01/30/05		hold	opening a playlist doesn't restore crossfader state correctly	
05/10/05		hold	print and print preview should center image on page	
05/28/05		hold	ring fade-out effect: alpha blit each ring, and make alpha decrease with radius	
06/06/05		hold	add lissajous origin motion	
06/29/05		hold	make cascading delete optional	
07/01/05		hold	undo for parameter editing; major hassle, low priority	
07/14/05		hold	position and size of random origin's bounding rectangle should be adjustable	
08/03/05		hold	MIDI setup should have presets for common gear; create as empty playlists	
08/03/05		hold	tempo multiplier could be a separate state instead of affecting tempo directly	
08/06/05		hold	try controlling app with a joystick	
08/06/05		hold	try various mice and trackballs to determine optimal mouse sensitivity	
08/12/05		hold	in parms dialog, shift+click should restore default value, not center thumb	
09/01/05		hold	make a screensaver; requires a totally different architecture	
09/01/05		hold	in playlist dialog's bank droplist, pressing 1 selects bank 10, and 0 doesn't work	
09/08/05		hold	while window is being resized, display view size in status bar message; see notes	
09/11/05		hold	add movie edit dialog; selection slider, save/delete selection, insert movie	
09/17/05		hold	status bar should have an indicator for presence of MIDI clocks	
09/20/05		hold	add option to specify LFO frequencies as fractions of tempo instead of in Hz	
09/20/05		hold	change default frame rate to 30 for NTSC: look for problems with existing patches	
09/20/05		hold	more things should sync to tempo, e.g. random phase, random patch, etc.	
09/25/05		hold	can't select a specific number of sides without scrolling though intermediate values	
10/01/05		hold	automatically sync tempo to audio signal; open-source beat detection DLL?	
10/01/05		hold	can't use mouse to change zoom or hue while paused	
10/01/05		hold	cull rings by clipping against display rect; might prevent lock-up when zooming in	
10/01/05		hold	demo mode doesn't have enough variety; it should use effects, zoom, etc.	
10/03/05		hold	add odd shift parameter; shift odd vertices, compensate for radius and center	
10/08/05		hold	add dynamic patch memory; numeric keys, Ctrl+ to store, Shift+ to recall?	
10/10/05		hold	assign mouse modes to properties dynamically, via mouse modes dialog	
10/10/05		hold	load specific patch into crossfader input A or B; use Alt keys as modifiers in VJ mode?	
10/27/05		hold	adjusting crossfader via UI or MIDI should stop auto-fade?	
12/08/05		hold	allow crossfade time to change during auto-fade?	
01/04/06		hold	add safe mode that limits number of rings if idle time drops to zero	
01/07/06		hold	tap tempo doesn't appear in menus or shortcut key list	
01/11/06		hold	movie player should set main frame caption to movie title; same for movie export?	
01/13/06		hold	snapshot thumbnails in explorer via shell extension; need original window size?	
01/13/06		hold	notes can be mapped to the playlist AND assigned to a property; prevent this	
01/16/06		hold	zoom changes a snapshot if it has line widths > 1, especially if it's also mirrored	
02/08/06		hold	should be able to change background color of a snapshot	
02/10/06		hold	in movie export dialog, should be able to set frame range visually, via slider	
02/18/06		hold	try adding feedback; save previous frame and blend with current frame	
03/22/06		hold	should be able to change hue of subsequent rings without affecting existing ones	
03/28/06		hold	allow multiple whorlds at once; extra views could draw to main view's device context	
04/18/06		hold	MIDI setup should use combo boxes for channel and controller (JM)	
04/24/06		hold	app should optionally open most recent playlist, or demo playlist if none (JM)	
04/24/06		hold	crossfader should have Select A/B and Load Next/Prev instead of Load Next A/B (JM)	
04/24/06		hold	crossfader needs a manual mode in which selecting a patch doesn't autofade (JM)	
05/05/06		hold	video overlay should have speed control via MIDI; scratching or at least slow-motion	
05/05/06		hold	bitmap export should work in veejay mode	
05/10/06		hold	add bidirectional loop option to movie export: play forward and then in reverse	
05/20/06		hold	mirror quadrants shouldn't always have to be the same size	
06/03/06		hold	add video capture; major research project	
06/03/06		hold	in playlist dialog, add option to hide all controls except list	
06/05/06		hold	in playlist dialog, ctrl+wheel should scroll through banks	
06/19/06		hold	aspect ratio distorts curved rings; hard to avoid, maybe it's a good thing?	
06/28/06		hold	load next patch A/B doesn't work with video clips	
10/28/06		hold	add separate folders for patches, playlists, videos, snapshots, movies	
12/01/07		hold	overhaul UI to use control bars instead of modeless dialogs	
12/12/07		hold	numbers dialog doesn't include global parameters; make it optional?	
01/25/08		hold	add metafile export	
01/27/08		hold	when Copies > 1, fill behaves unexpectedly because rings aren't concentric	
01/27/08		hold	copies and spread should affect existing rings	
01/31/08		hold	drag mode should hide cursor only while it's within view?	
02/02/08		hold	add global hue, lightness, saturation; move RotateHue into main loop?	
02/08/08		hold	frame rate change requires compensating Ring Growth and Color Speed; automate?	
02/08/08		hold	should be able to restore ring state from patch, esp if ring growth was zero	
04/21/05		punt	changing timer frequency shouldn't affect animation speed, but it does	
06/20/05		punt	color speed should be compensated for growth rate; would affect existing patches	
07/02/05		punt	starting task manager or changing display settings often hangs app (DirectDraw only)	
07/10/05		punt	if print draws directly to printer DC in XOR mode, colors don't always match screen	
07/14/05		punt	when tempo is low, dragging tempo slider fails; long delay before tempo changes	
07/19/05		punt	can't print from detached view	
08/12/05		punt	sometimes app won't receive MIDI; receiving MIDI with Reason fixes it (one PC only)	
09/15/05		punt	show/hide dialog shortcuts don't work in playlist; shift is reserved for key assignment	
10/01/05		punt	add rotation for the entire scene, including X/Y shift; too expensive	
10/17/05		punt	if middle button is pressed while navigating a main menu, master speed changes	
10/18/05		punt	crossfading between patches with different ring growth LFOs causes glitching	
04/11/06		punt	if view is detached and overlaps toolbar, pressing a toolbar button enables zooming	
04/13/06		punt	move origin/zoom damping into view? Only makes things more complicated	
04/27/06		punt	reversing direction in fill mode causes an unfilled ring	
05/07/06		punt	add command to clear video history; too dangerous	
05/18/05		sack	tried DirectDraw scaling for giant pixels; unsupported in GDI, also complicates mirror	
07/01/05		sack	record all performance input for movie-making; recording snapshots instead	
07/06/05		sack	tried adding perspective; reduces detail and moiré effects, disappointing	
08/03/05		sack	tried damping on master speed; too twitchy and unpredictable	
08/05/05		sack	in non-VJ mode, holding down left button should drag origin: too annoying	
09/09/05		sack	investigate bevel and miter joins; they're more complicated and they look terrible	
09/11/05		sack	in mirror mode, offset random origin's bounding rectangle by -.25; not enough variety	
10/07/05		sack	in mix mode, file/save should map to save mix, not save document; too confusing	
02/02/08		sack	TimerHook needlessly updates rings it's about to delete; fix benched slightly worse	
